Fecha reserva,Hora reserva,Nº personas,Estado reserva,Servicio,Canal,Comensal ref
28/12/2025,22:30,6,completada,cena,web,Cliente 10007
21/06/2026,20:15,5,completada,comida,telefono,Cliente 10008
24/01/2025,17:45,8,cancelada,comida,telefono,Cliente 10009
19/03/2025,19:45,5,cancelada,cena,telefono,Cliente 10010
19/04/2025,21:30,2,cancelada,cena,web,Cliente 10011
18/02/2026,13:45,8,cancelada,cena,walkin,Cliente 10012
03/02/2025,13:15,6,completada,cena,walkin,Cliente 10013
22/06/2025,15:45,4,confirmada,cena,app,Cliente 10014
20/03/2025,16:45,6,confirmada,cena,walkin,Cliente 10015
13/02/2025,20:30,5,confirmada,cena,app,Cliente 10016
06/04/2026,22:15,7,confirmada,cena,web,Cliente 10017
14/09/2025,14:45,5,cancelada,cena,telefono,Cliente 10018
11/05/2025,20:30,1,confirmada,cena,walkin,Cliente 10019
01/05/2026,15:15,1,completada,cena,telefono,Cliente 10020
16/01/2026,15:30,1,cancelada,comida,app,Cliente 10021
16/11/2025,16:15,6,confirmada,comida,telefono,Cliente 10022
12/11/2025,22:45,7,confirmada,cena,app,Cliente 10023
11/09/2025,19:15,3,cancelada,cena,web,Cliente 10024
18/01/2026,17:00,4,cancelada,cena,web,Cliente 10025
08/10/2025,18:00,3,cancelada,comida,telefono,Cliente 10026
08/10/2025,14:30,5,confirmada,cena,walkin,Cliente 10027
01/01/2026,21:15,1,no_show,comida,web,Cliente 10028
28/12/2025,16:45,2,confirmada,comida,web,Cliente 10029
27/09/2025,19:15,2,no_show,cena,web,Cliente 10030
19/04/2026,17:15,7,confirmada,comida,telefono,Cliente 10031
10/01/2025,21:15,1,no_show,comida,walkin,Cliente 10032
08/05/2026,15:30,1,confirmada,cena,web,Cliente 10033
25/02/2026,20:30,4,no_show,comida,telefono,Cliente 10034
18/06/2026,19:30,8,completada,cena,telefono,Cliente 10035
08/11/2025,16:00,1,confirmada,cena,telefono,Cliente 10036
07/03/2025,19:00,4,confirmada,comida,telefono,Cliente 10037
01/03/2026,13:30,6,completada,cena,walkin,Cliente 10038
24/07/2025,15:30,5,completada,comida,telefono,Cliente 10039
06/07/2025,18:15,8,cancelada,cena,telefono,Cliente 10040
31/07/2025,13:15,2,completada,comida,app,Cliente 10041
18/10/2025,13:45,2,completada,cena,walkin,Cliente 10042
11/02/2025,15:15,2,cancelada,cena,app,Cliente 10043
11/10/2025,15:00,6,confirmada,cena,telefono,Cliente 10044
05/03/2026,22:00,1,confirmada,comida,telefono,Cliente 10045
24/07/2025,23:15,6,confirmada,comida,app,Cliente 10046
25/04/2026,14:45,7,completada,comida,web,Cliente 10047
09/03/2025,15:45,6,confirmada,cena,telefono,Cliente 10048
17/05/2025,17:45,6,completada,cena,app,Cliente 10049
06/02/2026,21:15,2,cancelada,cena,telefono,Cliente 10050
20/07/2025,19:00,3,no_show,comida,web,Cliente 10051
22/03/2026,13:30,7,completada,comida,web,Cliente 10052
31/07/2025,22:45,1,completada,comida,app,Cliente 10053
16/02/2026,20:30,4,no_show,comida,telefono,Cliente 10054
09/02/2026,19:30,3,cancelada,comida,app,Cliente 10055
20/08/2025,21:00,3,completada,comida,walkin,Cliente 10056
10/12/2025,21:30,8,confirmada,comida,app,Cliente 10057
29/12/2025,19:30,2,confirmada,cena,app,Cliente 10058
25/12/2025,18:30,7,confirmada,cena,telefono,Cliente 10059
10/04/2026,21:15,6,cancelada,comida,app,Cliente 10060
11/02/2026,13:00,6,cancelada,cena,app,Cliente 10061
05/11/2025,14:45,2,confirmada,comida,web,Cliente 10062
23/09/2025,15:00,7,no_show,comida,walkin,Cliente 10063
14/02/2025,14:00,8,no_show,cena,telefono,Cliente 10064
12/04/2025,21:45,2,completada,cena,web,Cliente 10065
05/12/2025,16:00,6,completada,cena,web,Cliente 10066
03/09/2025,13:15,4,cancelada,cena,web,Cliente 10067
19/07/2025,23:00,4,no_show,cena,web,Cliente 10068
30/04/2025,19:15,7,confirmada,cena,web,Cliente 10069
03/04/2026,18:45,7,no_show,cena,app,Cliente 10070
08/03/2026,14:30,5,confirmada,cena,telefono,Cliente 10071
08/12/2025,16:15,2,cancelada,cena,app,Cliente 10072
14/01/2026,16:45,5,no_show,comida,web,Cliente 10073
20/11/2025,20:15,7,completada,cena,telefono,Cliente 10074
28/06/2026,23:15,7,completada,comida,app,Cliente 10075
25/09/2025,13:15,2,no_show,comida,web,Cliente 10076
02/02/2026,21:45,8,cancelada,cena,app,Cliente 10077
24/02/2026,20:45,8,confirmada,comida,telefono,Cliente 10078
08/05/2025,20:30,5,no_show,comida,walkin,Cliente 10079
09/05/2026,17:30,6,confirmada,comida,walkin,Cliente 10080
27/04/2026,15:30,6,completada,cena,app,Cliente 10081
06/05/2025,22:00,2,cancelada,cena,web,Cliente 10082
11/02/2025,16:30,8,no_show,comida,web,Cliente 10083
19/03/2025,22:30,8,cancelada,comida,app,Cliente 10084
27/04/2026,13:30,7,completada,comida,telefono,Cliente 10085
07/01/2026,19:15,5,no_show,comida,app,Cliente 10086
30/01/2025,16:00,4,confirmada,comida,walkin,Cliente 10087
22/03/2025,22:00,8,completada,cena,telefono,Cliente 10088
30/07/2025,21:45,2,no_show,cena,app,Cliente 10089
27/03/2026,19:15,7,confirmada,comida,walkin,Cliente 10090
10/02/2026,19:45,5,completada,comida,walkin,Cliente 10091
23/03/2025,23:00,8,cancelada,comida,app,Cliente 10092
29/12/2025,19:00,3,completada,cena,app,Cliente 10093
07/06/2025,22:15,5,confirmada,comida,web,Cliente 10094
13/02/2026,19:15,6,confirmada,cena,app,Cliente 10095
08/01/2026,16:30,7,no_show,cena,web,Cliente 10096
09/02/2026,15:00,2,no_show,comida,walkin,Cliente 10097
06/02/2026,19:00,6,confirmada,comida,telefono,Cliente 10098
14/02/2026,16:30,1,cancelada,comida,app,Cliente 10099
25/10/2025,21:45,4,confirmada,cena,walkin,Cliente 10100
24/06/2026,18:45,6,cancelada,cena,telefono,Cliente 10101
04/02/2026,15:45,2,confirmada,cena,web,Cliente 10102
13/08/2025,17:30,8,confirmada,comida,web,Cliente 10103
30/04/2025,18:30,6,completada,cena,walkin,Cliente 10104
03/03/2026,20:30,5,no_show,comida,walkin,Cliente 10105
08/03/2025,22:15,5,completada,comida,web,Cliente 10106
01/03/2025,17:15,5,no_show,cena,walkin,Cliente 10107
27/10/2025,14:00,8,cancelada,comida,app,Cliente 10108
20/07/2025,17:15,5,confirmada,cena,app,Cliente 10109
04/04/2025,15:45,5,no_show,comida,telefono,Cliente 10110
11/05/2026,15:00,2,completada,cena,app,Cliente 10111
12/04/2025,22:30,4,confirmada,cena,web,Cliente 10112
25/05/2026,13:00,8,confirmada,comida,web,Cliente 10113
09/02/2026,20:45,3,no_show,comida,walkin,Cliente 10114
30/03/2025,14:30,2,completada,comida,web,Cliente 10115
25/02/2026,14:15,7,confirmada,comida,walkin,Cliente 10116
19/08/2025,20:00,3,confirmada,comida,telefono,Cliente 10117
17/05/2026,17:15,6,completada,comida,telefono,Cliente 10118
31/07/2025,23:30,6,no_show,comida,walkin,Cliente 10119
28/05/2026,20:30,6,cancelada,cena,telefono,Cliente 10120
22/01/2025,23:30,4,confirmada,comida,telefono,Cliente 10121
28/04/2026,16:30,5,cancelada,cena,app,Cliente 10122
18/04/2025,16:45,1,cancelada,comida,walkin,Cliente 10123
31/05/2026,13:15,7,no_show,cena,telefono,Cliente 10124
25/12/2025,15:15,7,no_show,comida,app,Cliente 10125
27/02/2025,18:30,5,cancelada,comida,app,Cliente 10126
19/03/2025,13:15,1,cancelada,cena,web,Cliente 10127
14/04/2025,19:30,7,cancelada,cena,telefono,Cliente 10128
09/04/2026,20:30,1,confirmada,cena,walkin,Cliente 10129
13/08/2025,19:45,6,no_show,comida,walkin,Cliente 10130
23/02/2026,13:30,7,cancelada,cena,web,Cliente 10131
06/07/2025,15:45,1,confirmada,comida,app,Cliente 10132
08/03/2025,21:15,6,confirmada,comida,web,Cliente 10133
12/10/2025,22:15,1,cancelada,cena,web,Cliente 10134
09/11/2025,13:00,5,completada,comida,walkin,Cliente 10135
16/09/2025,19:45,2,completada,cena,app,Cliente 10136
05/09/2025,22:00,5,cancelada,cena,telefono,Cliente 10137
20/03/2026,13:30,5,completada,cena,walkin,Cliente 10138
25/12/2025,18:45,5,confirmada,cena,app,Cliente 10139
01/05/2026,13:15,7,completada,cena,web,Cliente 10140
16/09/2025,21:45,7,cancelada,comida,walkin,Cliente 10141
07/11/2025,15:00,4,no_show,cena,telefono,Cliente 10142
16/07/2025,18:00,6,no_show,cena,walkin,Cliente 10143
11/06/2025,16:45,5,no_show,comida,web,Cliente 10144
23/03/2025,22:15,1,cancelada,cena,web,Cliente 10145
27/12/2025,19:00,6,confirmada,comida,walkin,Cliente 10146
02/05/2026,19:45,4,confirmada,comida,walkin,Cliente 10147
11/02/2025,13:00,7,cancelada,cena,walkin,Cliente 10148
10/01/2025,14:00,3,cancelada,comida,app,Cliente 10149
20/04/2025,23:15,1,no_show,cena,web,Cliente 10150
28/11/2025,17:30,4,confirmada,comida,app,Cliente 10151
23/07/2025,23:45,7,completada,comida,app,Cliente 10152
05/02/2025,14:45,7,confirmada,cena,app,Cliente 10153
03/06/2025,14:45,1,confirmada,comida,walkin,Cliente 10154
10/03/2025,21:00,8,completada,comida,telefono,Cliente 10155
10/06/2025,20:45,6,no_show,cena,web,Cliente 10156
17/05/2026,13:30,2,completada,cena,telefono,Cliente 10157
13/09/2025,17:00,5,no_show,cena,app,Cliente 10158
12/03/2025,18:45,5,no_show,cena,walkin,Cliente 10159
29/11/2025,23:30,7,cancelada,comida,walkin,Cliente 10160
09/03/2025,19:45,6,cancelada,comida,walkin,Cliente 10161
27/03/2026,21:45,2,completada,comida,walkin,Cliente 10162
13/02/2026,18:30,4,completada,comida,walkin,Cliente 10163
13/04/2026,20:15,1,no_show,comida,app,Cliente 10164
27/05/2026,17:45,4,confirmada,comida,app,Cliente 10165
24/06/2026,17:00,5,no_show,cena,walkin,Cliente 10166
15/02/2025,21:15,2,cancelada,comida,walkin,Cliente 10167
24/01/2025,16:00,2,no_show,comida,telefono,Cliente 10168
29/03/2026,15:15,8,cancelada,cena,telefono,Cliente 10169
12/02/2025,21:30,5,completada,cena,walkin,Cliente 10170
14/03/2026,21:30,5,no_show,cena,web,Cliente 10171
02/05/2026,23:45,3,no_show,cena,app,Cliente 10172
31/12/2025,20:30,7,confirmada,cena,web,Cliente 10173
07/03/2025,16:00,4,cancelada,comida,web,Cliente 10174
23/02/2026,16:30,6,cancelada,cena,telefono,Cliente 10175
23/04/2025,15:00,8,completada,comida,web,Cliente 10176
22/12/2025,13:30,2,no_show,cena,walkin,Cliente 10177
14/09/2025,16:15,1,completada,cena,app,Cliente 10178
22/01/2026,13:30,1,confirmada,comida,app,Cliente 10179
07/05/2026,14:30,8,completada,cena,app,Cliente 10180
25/03/2025,15:00,7,cancelada,comida,walkin,Cliente 10181
01/11/2025,16:45,2,completada,cena,walkin,Cliente 10182
07/09/2025,22:15,4,completada,comida,app,Cliente 10183
09/04/2026,20:30,6,confirmada,cena,web,Cliente 10184
18/02/2026,20:15,7,no_show,cena,telefono,Cliente 10185
29/11/2025,19:45,5,cancelada,comida,web,Cliente 10186
29/08/2025,13:30,2,confirmada,cena,telefono,Cliente 10187
28/08/2025,16:15,8,cancelada,cena,walkin,Cliente 10188
15/07/2025,21:00,6,confirmada,comida,telefono,Cliente 10189
22/04/2026,17:45,6,confirmada,cena,telefono,Cliente 10190
26/05/2026,13:15,6,cancelada,cena,walkin,Cliente 10191
20/02/2025,14:30,7,confirmada,cena,telefono,Cliente 10192
07/11/2025,13:30,4,no_show,cena,web,Cliente 10193
14/06/2025,13:15,7,cancelada,cena,web,Cliente 10194
31/10/2025,17:30,4,completada,comida,walkin,Cliente 10195
13/05/2026,23:30,3,confirmada,comida,telefono,Cliente 10196
08/06/2026,17:15,4,no_show,comida,telefono,Cliente 10197
17/01/2025,17:30,4,confirmada,comida,walkin,Cliente 10198
26/01/2025,18:45,8,no_show,comida,app,Cliente 10199
29/10/2025,20:45,5,cancelada,cena,walkin,Cliente 10200
16/04/2026,19:15,7,confirmada,cena,web,Cliente 10201
22/10/2025,18:30,3,cancelada,comida,app,Cliente 10202
08/07/2025,23:15,8,completada,comida,app,Cliente 10203
28/02/2026,21:30,8,completada,cena,walkin,Cliente 10204
19/06/2026,22:30,7,cancelada,cena,telefono,Cliente 10205
11/10/2025,21:15,1,no_show,comida,telefono,Cliente 10206
19/01/2025,23:00,1,completada,comida,walkin,Cliente 10207
24/12/2025,16:45,8,cancelada,comida,walkin,Cliente 10208
08/02/2025,15:30,7,no_show,comida,walkin,Cliente 10209
14/02/2025,22:30,7,no_show,comida,web,Cliente 10210
11/12/2025,15:30,7,cancelada,comida,app,Cliente 10211
07/02/2026,21:45,3,cancelada,cena,telefono,Cliente 10212
06/07/2025,17:15,6,confirmada,cena,app,Cliente 10213
11/12/2025,23:30,3,no_show,cena,telefono,Cliente 10214
28/01/2026,18:15,6,cancelada,comida,walkin,Cliente 10215
18/02/2026,15:00,5,confirmada,cena,web,Cliente 10216
28/06/2025,21:45,6,confirmada,comida,telefono,Cliente 10217
02/05/2026,21:00,5,no_show,comida,walkin,Cliente 10218
04/05/2025,15:30,2,completada,comida,web,Cliente 10219
17/01/2025,14:30,5,no_show,comida,telefono,Cliente 10220
19/02/2026,19:30,5,confirmada,comida,telefono,Cliente 10221
24/06/2026,14:15,7,cancelada,comida,walkin,Cliente 10222
29/07/2025,13:15,1,no_show,comida,telefono,Cliente 10223
27/05/2026,16:00,4,completada,comida,web,Cliente 10224
15/04/2025,19:00,1,no_show,comida,web,Cliente 10225
09/01/2025,19:45,4,completada,comida,app,Cliente 10226
17/10/2025,21:15,3,cancelada,cena,walkin,Cliente 10227
20/01/2026,21:15,4,completada,comida,app,Cliente 10228
30/03/2026,13:45,5,confirmada,cena,app,Cliente 10229
29/03/2025,20:00,1,confirmada,comida,web,Cliente 10230
20/05/2026,16:15,8,completada,comida,web,Cliente 10231
05/10/2025,14:45,1,no_show,cena,telefono,Cliente 10232
04/04/2025,19:45,7,completada,cena,telefono,Cliente 10233
19/07/2025,20:15,5,no_show,comida,web,Cliente 10234
29/07/2025,21:45,8,confirmada,comida,app,Cliente 10235
26/04/2026,15:45,1,no_show,comida,telefono,Cliente 10236
02/06/2026,13:15,4,completada,cena,telefono,Cliente 10237
11/01/2026,22:00,5,confirmada,cena,web,Cliente 10238
01/06/2025,18:00,3,cancelada,cena,walkin,Cliente 10239
20/11/2025,13:00,1,no_show,comida,web,Cliente 10240
14/02/2025,15:30,5,cancelada,comida,walkin,Cliente 10241
20/08/2025,23:45,8,completada,cena,walkin,Cliente 10242
06/03/2025,18:15,2,completada,comida,walkin,Cliente 10243
12/10/2025,17:30,4,confirmada,comida,web,Cliente 10244
10/11/2025,16:30,5,no_show,cena,web,Cliente 10245
29/10/2025,16:30,7,cancelada,comida,web,Cliente 10246
17/06/2026,15:15,5,completada,cena,telefono,Cliente 10247
20/03/2026,14:30,1,no_show,comida,telefono,Cliente 10248
19/02/2026,14:00,3,completada,cena,telefono,Cliente 10249
19/03/2025,14:00,7,no_show,cena,app,Cliente 10250
19/02/2025,20:15,7,completada,cena,telefono,Cliente 10251
16/04/2026,23:15,7,no_show,comida,walkin,Cliente 10252
09/05/2026,18:30,3,confirmada,cena,walkin,Cliente 10253
09/05/2025,16:15,6,confirmada,comida,walkin,Cliente 10254
06/03/2026,15:00,2,cancelada,cena,telefono,Cliente 10255
24/05/2025,18:00,6,confirmada,cena,app,Cliente 10256
07/01/2025,22:45,7,no_show,comida,app,Cliente 10257
07/09/2025,14:45,8,no_show,cena,web,Cliente 10258
01/11/2025,19:30,7,confirmada,cena,web,Cliente 10259
04/06/2025,23:30,4,confirmada,comida,telefono,Cliente 10260
22/05/2025,20:45,4,confirmada,comida,web,Cliente 10261
14/09/2025,22:45,6,completada,comida,web,Cliente 10262
17/01/2026,13:45,8,completada,cena,walkin,Cliente 10263
05/04/2026,23:00,7,no_show,cena,walkin,Cliente 10264
18/02/2025,13:00,4,no_show,comida,walkin,Cliente 10265
21/02/2025,19:45,2,cancelada,comida,walkin,Cliente 10266
03/05/2026,18:15,4,cancelada,cena,app,Cliente 10267
19/08/2025,15:45,5,no_show,comida,telefono,Cliente 10268
31/01/2026,20:15,6,cancelada,cena,web,Cliente 10269
27/08/2025,16:45,7,confirmada,cena,telefono,Cliente 10270
21/04/2026,15:45,6,cancelada,comida,app,Cliente 10271
01/06/2026,19:00,5,confirmada,comida,app,Cliente 10272
28/06/2026,14:30,1,completada,cena,walkin,Cliente 10273
20/10/2025,19:15,1,cancelada,cena,walkin,Cliente 10274
09/09/2025,21:45,7,no_show,comida,walkin,Cliente 10275
11/01/2026,23:00,1,no_show,comida,web,Cliente 10276
11/03/2025,15:30,2,completada,comida,app,Cliente 10277
03/04/2026,19:00,1,completada,comida,telefono,Cliente 10278
01/03/2026,17:45,4,cancelada,cena,web,Cliente 10279
21/11/2025,16:45,2,completada,cena,web,Cliente 10280
20/07/2025,20:45,7,no_show,cena,web,Cliente 10281
23/12/2025,15:30,3,confirmada,comida,app,Cliente 10282
27/01/2025,14:00,4,cancelada,cena,web,Cliente 10283
01/02/2026,20:30,3,no_show,comida,web,Cliente 10284
25/10/2025,23:45,8,cancelada,comida,app,Cliente 10285
24/07/2025,23:00,1,cancelada,comida,walkin,Cliente 10286
13/01/2026,18:45,7,cancelada,comida,walkin,Cliente 10287
17/08/2025,13:45,8,confirmada,comida,app,Cliente 10288
17/09/2025,16:00,2,no_show,cena,telefono,Cliente 10289
04/08/2025,23:30,6,confirmada,cena,telefono,Cliente 10290
14/10/2025,23:45,1,no_show,cena,web,Cliente 10291
13/04/2025,15:00,4,no_show,comida,telefono,Cliente 10292
22/05/2026,15:45,4,no_show,cena,app,Cliente 10293
08/11/2025,16:45,2,cancelada,cena,app,Cliente 10294
27/10/2025,16:00,2,confirmada,cena,telefono,Cliente 10295
30/05/2025,19:45,5,completada,comida,telefono,Cliente 10296
26/05/2025,15:45,8,completada,cena,web,Cliente 10297
12/12/2025,13:30,8,cancelada,comida,telefono,Cliente 10298
02/07/2025,18:30,7,cancelada,cena,app,Cliente 10299
22/11/2025,19:00,6,confirmada,cena,telefono,Cliente 10300
28/08/2025,14:45,6,cancelada,cena,app,Cliente 10301
22/03/2025,18:45,7,confirmada,comida,app,Cliente 10302
16/05/2026,19:15,2,cancelada,cena,walkin,Cliente 10303
20/12/2025,14:30,7,completada,cena,app,Cliente 10304
15/09/2025,13:15,1,confirmada,cena,app,Cliente 10305
14/01/2025,16:30,2,completada,cena,walkin,Cliente 10306
26/03/2026,16:30,4,completada,comida,telefono,Cliente 10307
10/01/2026,13:15,8,no_show,cena,telefono,Cliente 10308
12/04/2025,22:45,3,confirmada,cena,walkin,Cliente 10309
01/03/2026,19:45,8,completada,cena,telefono,Cliente 10310
18/06/2025,17:45,8,no_show,comida,telefono,Cliente 10311
07/10/2025,17:00,3,cancelada,comida,telefono,Cliente 10312
23/02/2025,21:30,8,completada,comida,app,Cliente 10313
08/01/2025,14:00,4,cancelada,cena,app,Cliente 10314
28/03/2025,21:30,6,completada,cena,walkin,Cliente 10315
19/06/2025,19:00,2,confirmada,comida,app,Cliente 10316
25/09/2025,15:15,8,no_show,comida,telefono,Cliente 10317
11/05/2026,13:45,8,confirmada,comida,telefono,Cliente 10318
12/06/2026,14:30,5,confirmada,comida,app,Cliente 10319
26/06/2026,14:30,1,no_show,cena,web,Cliente 10320
27/04/2026,14:15,3,confirmada,cena,web,Cliente 10321
06/01/2025,23:45,3,cancelada,cena,app,Cliente 10322
06/10/2025,19:00,6,confirmada,comida,app,Cliente 10323
13/01/2026,17:15,7,confirmada,cena,walkin,Cliente 10324
10/03/2025,14:15,2,completada,comida,telefono,Cliente 10325
30/06/2025,23:15,5,no_show,cena,telefono,Cliente 10326
09/07/2025,21:30,6,confirmada,comida,walkin,Cliente 10327
21/08/2025,16:00,4,confirmada,comida,web,Cliente 10328
20/06/2026,16:00,2,completada,cena,telefono,Cliente 10329
14/01/2026,21:15,3,no_show,cena,web,Cliente 10330
14/06/2025,18:00,8,completada,comida,app,Cliente 10331
04/06/2026,20:45,1,cancelada,comida,walkin,Cliente 10332
18/05/2025,20:00,3,cancelada,comida,web,Cliente 10333
23/03/2026,13:00,4,completada,cena,walkin,Cliente 10334
04/02/2025,16:00,1,no_show,comida,telefono,Cliente 10335
31/03/2025,13:30,6,confirmada,comida,walkin,Cliente 10336
22/01/2026,18:45,1,cancelada,comida,web,Cliente 10337
26/05/2025,20:30,4,confirmada,cena,telefono,Cliente 10338
13/11/2025,18:45,5,no_show,comida,walkin,Cliente 10339
30/06/2026,17:45,7,cancelada,cena,web,Cliente 10340
04/12/2025,14:00,3,no_show,cena,telefono,Cliente 10341
10/04/2026,22:00,8,completada,comida,walkin,Cliente 10342
21/05/2025,19:45,3,confirmada,comida,telefono,Cliente 10343
10/12/2025,18:00,3,cancelada,cena,walkin,Cliente 10344
27/02/2025,23:00,8,confirmada,cena,app,Cliente 10345
10/12/2025,22:15,3,confirmada,cena,walkin,Cliente 10346
22/06/2025,15:00,1,no_show,comida,telefono,Cliente 10347
21/06/2026,20:00,8,no_show,cena,walkin,Cliente 10348
09/01/2026,13:45,3,confirmada,comida,web,Cliente 10349
03/05/2025,20:45,4,cancelada,cena,telefono,Cliente 10350
31/08/2025,22:30,1,completada,comida,telefono,Cliente 10351
28/05/2025,15:00,6,completada,comida,app,Cliente 10352
13/05/2026,21:45,5,cancelada,cena,telefono,Cliente 10353
30/08/2025,23:15,7,completada,comida,app,Cliente 10354
27/03/2026,16:45,1,confirmada,comida,app,Cliente 10355
05/06/2025,18:30,3,no_show,cena,telefono,Cliente 10356
30/06/2025,18:45,6,cancelada,cena,web,Cliente 10357
18/05/2025,22:00,1,confirmada,cena,telefono,Cliente 10358
23/08/2025,17:45,8,no_show,cena,walkin,Cliente 10359
27/01/2025,19:30,2,confirmada,comida,walkin,Cliente 10360
11/05/2026,13:30,8,completada,comida,web,Cliente 10361
14/04/2026,17:45,8,cancelada,cena,app,Cliente 10362
21/04/2025,16:30,2,cancelada,cena,walkin,Cliente 10363
17/07/2025,23:00,1,cancelada,cena,app,Cliente 10364
23/04/2025,22:15,2,cancelada,cena,telefono,Cliente 10365
10/04/2025,16:15,5,completada,cena,app,Cliente 10366
29/06/2025,16:45,4,no_show,comida,app,Cliente 10367
20/11/2025,23:45,3,cancelada,cena,web,Cliente 10368
27/12/2025,13:00,5,cancelada,comida,app,Cliente 10369
27/05/2025,14:15,8,completada,cena,web,Cliente 10370
30/01/2026,16:45,3,confirmada,comida,web,Cliente 10371
06/03/2025,18:15,4,no_show,comida,walkin,Cliente 10372
26/02/2026,18:30,5,confirmada,comida,telefono,Cliente 10373
10/02/2025,22:45,6,no_show,comida,telefono,Cliente 10374
27/12/2025,22:15,8,cancelada,cena,web,Cliente 10375
18/12/2025,20:45,1,cancelada,comida,telefono,Cliente 10376
29/11/2025,22:15,1,no_show,comida,app,Cliente 10377
06/10/2025,15:15,8,no_show,comida,app,Cliente 10378
30/09/2025,23:00,4,cancelada,comida,app,Cliente 10379
25/12/2025,15:15,1,confirmada,comida,telefono,Cliente 10380
22/04/2026,20:45,6,completada,cena,telefono,Cliente 10381
29/04/2025,23:30,8,no_show,comida,web,Cliente 10382
01/12/2025,13:45,8,completada,comida,web,Cliente 10383
22/05/2026,16:45,2,completada,cena,walkin,Cliente 10384
20/09/2025,22:15,2,cancelada,comida,web,Cliente 10385
